COD_CURSO,NOME_UNIDADE,NUM_VERSAO,DESCR_ESTRUTURA,COD_DISCIPLINA,NOME_DISCIPLINA,COD_PRE_REQ,NOME_PRE_REQ,TIPO_REQUISITO,NUM_REFERENCIA,ITEM_TABELA,ID_ESTRUTURA_CUR,PERIODO_IDEAL
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI059,INTRODUCAO A TEORIA DA COMPUTACAO,CM202,CALCULO DIFERENCIAL E INTEGRAL II,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI059,INTRODUCAO A TEORIA DA COMPUTACAO,CM201,CALCULO DIFERENCIAL E INTEGRAL I,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI059,INTRODUCAO A TEORIA DA COMPUTACAO,CM046,INTRODUCAO A ALGEBRA,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI059,INTRODUCAO A TEORIA DA COMPUTACAO,CM045,Geometria Analítica,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI059,INTRODUCAO A TEORIA DA COMPUTACAO,CM005,Álgebra Linear,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI059,INTRODUCAO A TEORIA DA COMPUTACAO,CI237,MATEMATICA DISCRETA,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI059,INTRODUCAO A TEORIA DA COMPUTACAO,CI212,ORGANIZACAO E ARQUIT DE COMPUTADORES,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI059,INTRODUCAO A TEORIA DA COMPUTACAO,CI210,PROJETOS DIGITAIS E MICROPROCESSADORES,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI059,INTRODUCAO A TEORIA DA COMPUTACAO,CI166,Metodologia Científica,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI059,INTRODUCAO A TEORIA DA COMPUTACAO,CI068,CIRCUITOS LOGICOS,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI059,INTRODUCAO A TEORIA DA COMPUTACAO,CI067,OFICINA DE COMPUTACAO,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI059,INTRODUCAO A TEORIA DA COMPUTACAO,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI061,REDE DE COMPUTADORES II,CI058,REDE DE COMPUTADORES I,Disciplina,,1,7406,5
